Contract,Dependents,DeviceProtection,InternetService,MonthlyCharges,MultipleLines,Partner,PaymentMethod,PhoneService,SeniorCitizen,TVProgram,TotalCharges,gender,tenure,Label
Month-to-month,No,No,Fiber optic,78.51799511,No,No,Electronic check,Yes,0,No,112.4680486,Female,1,Yes
Two year,No,Yes,DSL,88.7,Yes,Yes,Credit card (automatic),Yes,0,Yes,6301.7,Male,72,No
Month-to-month,No,No,Fiber optic,79.05,Yes,No,Electronic check,Yes,0,No,434.5,Female,6,Yes
Month-to-month,No,Yes,Fiber optic,101.35,Yes,Yes,Electronic check,Yes,0,Yes,6164.7,Female,62,No
Month-to-month,No,No,Fiber optic,72.05485364,Yes,No,Electronic check,Yes,0,No,1087.670214,Female,16,Yes
Month-to-month,No,Yes,Fiber optic,104.25,Yes,Yes,Electronic check,Yes,1,Yes,2433.9,Male,24,Yes
Month-to-month,No,No internet service,No,20.25,No,No,Mailed check,Yes,0,No internet service,208,Male,11,No
Two year,No,Yes,DSL,63.4,No phone service,No,Mailed check,No,0,Yes,348.8,Female,6,No
One year,No,No internet service,No,19.85,No,Yes,Bank transfer (automatic),Yes,0,No internet service,943.1,Female,50,No
Month-to-month,No,No,Fiber optic,97.1,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,3706.95,Male,40,Yes
Month-to-month,No,Yes,Fiber optic,109.9,Yes,Yes,Bank transfer (automatic),Yes,1,Yes,3694.7,Male,33,No
Month-to-month,No,No,Fiber optic,90.1201327,Yes,Yes,Electronic check,Yes,0,Yes,3841.667339,Male,43,No
Two year,Yes,No internet service,No,24.45,Yes,Yes,Mailed check,Yes,0,No internet service,1385.85,Female,56,No
Two year,Yes,Yes,Fiber optic,100.4,No,Yes,Electronic check,Yes,0,Yes,4303.65,Female,42,No
One year,No,Yes,Fiber optic,110,Yes,No,Credit card (automatic),Yes,0,Yes,7138.65,Male,65,No
Month-to-month,No,No,Fiber optic,82.72046317,No,No,Electronic check,Yes,0,No,150.6362858,Female,2,Yes
Month-to-month,No,Yes,Fiber optic,93.8,Yes,Yes,Bank transfer (automatic),Yes,1,Yes,4750.95,Male,51,Yes
Month-to-month,No,No,Fiber optic,76.53984904,No,No,Electronic check,Yes,0,No,76.53984904,Female,1,Yes
Two year,Yes,Yes,DSL,48.9,No phone service,Yes,Mailed check,No,0,Yes,3527,Male,72,No
Month-to-month,No,No,Fiber optic,85.10518869,Yes,No,Electronic check,Yes,0,Yes,1548.741893,Male,19,No
Month-to-month,No,Yes,Fiber optic,79.85,No,No,Electronic check,Yes,0,No,152.45,Male,2,Yes
Two year,No,Yes,Fiber optic,105.05,Yes,Yes,Credit card (automatic),Yes,1,Yes,5163.3,Male,50,No
Month-to-month,No,No,Fiber optic,80.15,Yes,Yes,Bank transfer (automatic),Yes,0,No,2265.25,Male,29,Yes
Month-to-month,No,No,Fiber optic,56.34143695,Yes,No,Electronic check,Yes,0,No,709.526561,Male,11,Yes
Month-to-month,No,No,Fiber optic,81.95,No,No,Electronic check,Yes,0,No,81.95,Female,1,Yes
Month-to-month,No,Yes,DSL,55,No phone service,No,Electronic check,No,0,Yes,771.95,Male,14,No
Month-to-month,No,No,Fiber optic,79.2412409,Yes,Yes,Electronic check,Yes,0,Yes,3193.377996,Male,39,Yes
Month-to-month,No,No,Fiber optic,85.48104789,No,No,Electronic check,Yes,0,Yes,624.3370829,Female,7,No
One year,No,Yes,Fiber optic,107.5978979,Yes,Yes,Electronic check,Yes,0,Yes,6870.825884,Male,64,Yes
Two year,No,No internet service,No,19.8,No,No,Mailed check,Yes,0,No internet service,1311.3,Male,67,No
Month-to-month,No,No,Fiber optic,76,Yes,No,Mailed check,Yes,0,No,1130.85,Male,15,Yes
Two year,No,No internet service,No,19.3,No,No,Bank transfer (automatic),Yes,0,No internet service,1414.8,Male,72,No
Two year,No,No,DSL,64.75,Yes,Yes,Bank transfer (automatic),Yes,0,No,4804.75,Female,72,No
One year,No,Yes,Fiber optic,107.7880105,Yes,Yes,Electronic check,Yes,0,Yes,5341.752693,Male,49,Yes
Month-to-month,No,Yes,Fiber optic,80.7,Yes,No,Electronic check,Yes,0,No,2193,Female,26,No
Month-to-month,No,No,Fiber optic,90.83908761,Yes,No,Electronic check,Yes,0,Yes,1618.712846,Male,17,Yes
Month-to-month,No,No,Fiber optic,94.77027639,Yes,Yes,Electronic check,Yes,0,Yes,4248.13702,Female,45,Yes
Month-to-month,No,No,DSL,66.05,No,No,Bank transfer (automatic),Yes,0,No,574.5,Female,8,No
Two year,No,No,DSL,38.6,No phone service,Yes,Credit card (automatic),No,0,No,2345.55,Male,62,No
Month-to-month,No,No,DSL,45.65,No,No,Electronic check,Yes,0,No,45.65,Female,1,Yes
One year,No,Yes,Fiber optic,99.25,No,Yes,Credit card (automatic),Yes,0,Yes,4920.8,Male,49,No
One year,No,Yes,DSL,35.2,No phone service,No,Credit card (automatic),No,0,No,1463.7,Male,43,No
Month-to-month,No,Yes,Fiber optic,103.85,Yes,Yes,Electronic check,Yes,1,Yes,5485.5,Male,53,Yes
Month-to-month,No,No,DSL,64.95,No,Yes,Bank transfer (automatic),Yes,1,No,1339.8,Male,21,No
Month-to-month,No,No,Fiber optic,70.02900773,No,No,Electronic check,Yes,0,No,70.02900773,Male,1,Yes
One year,Yes,No internet service,No,19.9,No,Yes,Electronic check,Yes,0,No internet service,666,Male,35,No
Two year,No,No,DSL,64.1,No,Yes,Bank transfer (automatic),Yes,0,Yes,4326.25,Female,68,No
Two year,No,Yes,DSL,69.1,Yes,No,Credit card (automatic),Yes,1,Yes,2093.9,Male,30,No
One year,No,No internet service,No,24.7,Yes,Yes,Credit card (automatic),Yes,1,No internet service,1174.35,Male,45,No
One year,Yes,No,DSL,71.9,Yes,Yes,Credit card (automatic),Yes,0,No,3173.35,Male,43,No
Month-to-month,No,No,Fiber optic,91.4,No,No,Electronic check,Yes,1,Yes,449.75,Male,5,Yes
Month-to-month,No,No,Fiber optic,93.81294906,No,No,Electronic check,Yes,0,No,193.1047808,Female,2,Yes
Month-to-month,No,No,Fiber optic,90.55,Yes,Yes,Credit card (automatic),Yes,0,No,2929.75,Male,31,No
Month-to-month,No,No,Fiber optic,72.95,Yes,No,Bank transfer (automatic),Yes,1,No,3829.75,Male,52,No
Two year,Yes,No internet service,No,20.05,No,Yes,Credit card (automatic),Yes,0,No internet service,1263.9,Male,62,No
Month-to-month,Yes,Yes,Fiber optic,101.15,Yes,Yes,Electronic check,Yes,0,Yes,385.9,Male,4,Yes
Two year,No,No internet service,No,23.95,Yes,Yes,Bank transfer (automatic),Yes,1,No internet service,1756.2,Male,71,No
Month-to-month,No,No,DSL,62.12871957,No,No,Electronic check,Yes,0,No,77.84189106,Male,1,Yes
Month-to-month,No,No,Fiber optic,75.5,Yes,No,Electronic check,Yes,0,No,220.6,Female,3,Yes
Month-to-month,No,No,Fiber optic,64.24892575,No,No,Electronic check,Yes,0,No,136.6289008,Female,2,No
Two year,Yes,No internet service,No,24.9,Yes,Yes,Bank transfer (automatic),Yes,0,No internet service,467.7,Female,19,No
One year,No,No internet service,No,19.7,No,No,Mailed check,Yes,0,No internet service,117.8,Male,4,No
Two year,Yes,No,Fiber optic,84.5,Yes,Yes,Credit card (automatic),Yes,0,No,6130.85,Male,72,No
Month-to-month,No,No,Fiber optic,78.15833637,Yes,No,Electronic check,Yes,0,No,876.9372117,Female,12,Yes
Month-to-month,No,No internet service,No,20.05,No,No,Mailed check,Yes,0,No internet service,83.3,Female,4,No
Month-to-month,No,No,Fiber optic,80.12320811,No,No,Electronic check,Yes,0,No,571.7887566,Female,7,Yes
Month-to-month,No,No,DSL,59.8,No,Yes,Mailed check,Yes,0,No,1130.85,Female,19,No
Month-to-month,No,No,Fiber optic,70.5,No,Yes,Electronic check,Yes,0,No,294.2,Male,4,No
Two year,No,No internet service,No,20.3,No,No,Mailed check,Yes,0,No internet service,743.05,Female,38,No
Month-to-month,No,No internet service,No,20.45,No,No,Mailed check,Yes,0,No internet service,42.45,Female,2,No
One year,No,Yes,Fiber optic,107.990145,Yes,Yes,Electronic check,Yes,0,Yes,6517.093155,Male,60,Yes
Month-to-month,No,No internet service,No,20.8,No,No,Mailed check,Yes,0,No internet service,20.8,Male,1,No
One year,No,No internet service,No,20.65,No,No,Mailed check,Yes,0,No internet service,1022.95,Female,52,No
Two year,Yes,No internet service,No,20.25,No,Yes,Bank transfer (automatic),Yes,0,No internet service,890.35,Female,46,No
Month-to-month,No,No,Fiber optic,72.44996442,Yes,No,Electronic check,Yes,0,No,895.8277431,Female,12,No
Month-to-month,Yes,Yes,Fiber optic,93,No,No,Bank transfer (automatic),Yes,0,No,870.25,Female,9,No
One year,No,Yes,DSL,71.1,Yes,No,Credit card (automatic),Yes,0,No,4299.2,Female,58,No
Month-to-month,Yes,Yes,Fiber optic,87.45,Yes,Yes,Electronic check,Yes,0,Yes,2874.15,Female,34,Yes
Two year,No,Yes,Fiber optic,104,Yes,No,Electronic check,Yes,0,Yes,7028.5,Female,69,No
Month-to-month,No,No,Fiber optic,69.81086935,No,No,Electronic check,Yes,0,No,69.81086935,Female,1,No
Two year,No,Yes,Fiber optic,89.45,No,Yes,Credit card (automatic),Yes,1,No,6435.25,Female,71,No
One year,No,No,DSL,30.15,No phone service,No,Mailed check,No,0,No,927.65,Female,32,No
One year,No,No internet service,No,19.6,No,Yes,Mailed check,Yes,1,No internet service,727.8,Female,37,No
Two year,Yes,No internet service,No,19.35,No,No,Bank transfer (automatic),Yes,0,No internet service,212.3,Male,12,No
One year,Yes,No,Fiber optic,90.1,No,Yes,Bank transfer (automatic),Yes,0,Yes,2598.95,Female,28,Yes
Month-to-month,Yes,No internet service,No,19.8,No,Yes,Bank transfer (automatic),Yes,0,No internet service,196.75,Female,10,No
Month-to-month,No,No,Fiber optic,76.39334548,Yes,No,Electronic check,Yes,0,No,1096.046033,Female,13,No
Month-to-month,No,No,DSL,30.9,No phone service,No,Electronic check,No,0,No,59.05,Female,2,Yes
Month-to-month,No,No,Fiber optic,95,Yes,No,Mailed check,Yes,0,Yes,655.5,Male,7,Yes
Month-to-month,Yes,No,DSL,44.55,No,Yes,Electronic check,Yes,0,No,44.55,Male,1,No
Month-to-month,No,No,Fiber optic,73.77550441,Yes,Yes,Electronic check,Yes,0,Yes,2753.257239,Male,38,No
Month-to-month,No,No,Fiber optic,74.33471252,No,No,Electronic check,Yes,0,No,227.1046152,Female,2,Yes
Month-to-month,No,No,DSL,50.66474605,No,No,Electronic check,Yes,0,No,50.66474605,Male,1,No
Month-to-month,No,Yes,Fiber optic,88.15,No,No,Credit card (automatic),Yes,0,Yes,3973.2,Female,44,No
Month-to-month,Yes,No internet service,No,19.55,No,No,Mailed check,Yes,0,No internet service,19.55,Male,1,No
Month-to-month,No,Yes,Fiber optic,84.85,Yes,No,Bank transfer (automatic),Yes,0,No,2048.8,Male,24,No
Month-to-month,No,No,Fiber optic,80.9957381,No,No,Electronic check,Yes,0,No,80.9957381,Female,1,Yes
Month-to-month,No,Yes,DSL,53.95,No phone service,Yes,Electronic check,No,1,Yes,2215.4,Male,41,No
Month-to-month,No,No,Fiber optic,80.4,No,Yes,Electronic check,Yes,1,No,3605.2,Male,46,Yes
Month-to-month,No,Yes,DSL,78.9,Yes,No,Credit card (automatic),Yes,0,Yes,2976.95,Female,37,No
One year,Yes,Yes,Fiber optic,106.15,Yes,Yes,Electronic check,Yes,0,Yes,6256.2,Female,59,No
Two year,No,No internet service,No,19.95,No,No,Bank transfer (automatic),Yes,0,No internet service,1311.75,Male,67,No
Month-to-month,No,No,Fiber optic,80.5,Yes,Yes,Bank transfer (automatic),Yes,0,No,896.9,Male,11,Yes
Month-to-month,No,No internet service,No,19.9,No,No,Mailed check,Yes,0,No internet service,367.55,Female,19,No
Month-to-month,No,Yes,Fiber optic,106.4,Yes,No,Electronic check,Yes,0,Yes,5127.95,Female,47,Yes
Month-to-month,No,No,Fiber optic,70.15,No,No,Mailed check,Yes,0,No,70.15,Female,1,Yes
Two year,No,Yes,DSL,73,No,No,Credit card (automatic),Yes,0,No,5265.2,Female,72,No
Month-to-month,No,Yes,Fiber optic,99.45,Yes,No,Bank transfer (automatic),Yes,0,No,5623.7,Female,59,No
One year,Yes,No internet service,No,20.4,No,Yes,Mailed check,Yes,0,No internet service,1226.45,Male,61,No
Two year,Yes,Yes,Fiber optic,115.25,Yes,Yes,Credit card (automatic),Yes,0,Yes,6758.45,Female,60,No
Month-to-month,No,Yes,DSL,84.8,Yes,Yes,Bank transfer (automatic),Yes,1,Yes,2309.55,Male,27,No
Month-to-month,No,No,Fiber optic,106.0913998,Yes,Yes,Electronic check,Yes,0,Yes,3987.757008,Female,36,Yes
One year,No,No internet service,No,20.35,No,Yes,Mailed check,Yes,0,No internet service,393.15,Female,20,No
Month-to-month,No,No,Fiber optic,70.9924857,No,No,Electronic check,Yes,0,No,70.9924857,Male,1,No
Two year,Yes,Yes,DSL,52.55,No phone service,Yes,Bank transfer (automatic),No,0,Yes,2283.300441,Female,0,No
Month-to-month,No,No internet service,No,23.5,Yes,No,Mailed check,Yes,0,No internet service,173,Male,7,No
Two year,Yes,Yes,DSL,75.75,No,Yes,Bank transfer (automatic),Yes,0,Yes,5388.15,Male,69,No
Month-to-month,No,No,Fiber optic,94.41222144,No,No,Electronic check,Yes,0,Yes,724.9460373,Female,7,Yes
One year,No,No,Fiber optic,98.9,Yes,No,Electronic check,Yes,0,Yes,6838.6,Female,70,No
Month-to-month,No,Yes,DSL,60.9,No,No,Mailed check,Yes,0,Yes,414.1,Male,6,No
Month-to-month,No,Yes,Fiber optic,88.8,Yes,No,Electronic check,Yes,1,Yes,88.8,Male,1,Yes
Month-to-month,No,Yes,Fiber optic,96.85,No,No,Electronic check,Yes,1,Yes,1235.55,Female,13,No
Month-to-month,No,No,DSL,50.25,No,No,Mailed check,Yes,0,No,152.3,Male,3,No
Month-to-month,No,No,Fiber optic,99.43149591,Yes,No,Electronic check,Yes,0,Yes,1142.123062,Female,12,Yes
Month-to-month,No,No,Fiber optic,84.14001996,No,No,Electronic check,Yes,0,No,260.3472474,Female,3,Yes
Two year,No,Yes,DSL,82.45,No,No,Credit card (automatic),Yes,0,Yes,5646.6,Female,68,No
Month-to-month,No,No,Fiber optic,68.42451152,No,No,Electronic check,Yes,0,No,77.25586773,Male,1,Yes
Month-to-month,No,No,Fiber optic,75.35,Yes,No,Credit card (automatic),Yes,0,No,3161.4,Male,43,No
Month-to-month,No,No,Fiber optic,48.44907908,No,No,Electronic check,Yes,0,No,108.3816749,Male,2,Yes
Month-to-month,No,No,Fiber optic,74.55328071,Yes,No,Electronic check,Yes,0,No,767.1213066,Male,10,No
Month-to-month,No,No,DSL,49.55,No,No,Bank transfer (automatic),Yes,0,No,1210.4,Male,24,Yes
One year,No,Yes,Fiber optic,90.1,No,Yes,Bank transfer (automatic),Yes,1,No,2656.7,Male,29,No
Two year,Yes,Yes,DSL,75.4,No,Yes,Bank transfer (automatic),Yes,0,Yes,5480.25,Male,72,No
Month-to-month,No,No,Fiber optic,65.40491232,Yes,No,Electronic check,Yes,0,No,706.8805791,Female,12,Yes
Month-to-month,No,No,Fiber optic,75.91041405,Yes,No,Electronic check,Yes,0,No,654.727953,Female,8,Yes
One year,Yes,No internet service,No,20.05,No,Yes,Bank transfer (automatic),Yes,0,No internet service,345.9,Male,18,No
Month-to-month,No,Yes,Fiber optic,87.55,No,No,Electronic check,Yes,0,No,3078.1,Female,36,Yes
Month-to-month,No,No,DSL,72.15,Yes,No,Credit card (automatic),Yes,0,Yes,794.25,Male,10,Yes
One year,Yes,Yes,DSL,61.6,No,Yes,Bank transfer (automatic),Yes,0,No,1611,Male,25,No
One year,No,Yes,DSL,60.8,No phone service,Yes,Credit card (automatic),No,0,Yes,4263.4,Male,69,No
One year,Yes,No,Fiber optic,99.25,No,Yes,Credit card (automatic),Yes,0,Yes,5846.65,Female,58,No
Two year,No,No internet service,No,25.8,Yes,Yes,Credit card (automatic),Yes,0,No internet service,1911.5,Female,68,No
Month-to-month,No,No internet service,No,19.1,No,No,Mailed check,Yes,0,No internet service,53.05,Male,3,No
Month-to-month,No,No internet service,No,20.2736016,No,No,Mailed check,Yes,0,No internet service,71.5199233,Male,3,Yes
Two year,Yes,No internet service,No,20.9,No,Yes,Mailed check,Yes,0,No internet service,1146.05,Female,53,No
Two year,Yes,No internet service,No,24.95,Yes,Yes,Mailed check,Yes,0,No internet service,1261.45,Male,50,No
One year,No,Yes,Fiber optic,95.33174864,Yes,Yes,Electronic check,Yes,0,Yes,5478.690616,Male,57,No
Month-to-month,No,No,Fiber optic,91.22604222,Yes,Yes,Electronic check,Yes,0,Yes,2244.247671,Male,25,Yes
Month-to-month,No,No,DSL,65.75,Yes,No,Bank transfer (automatic),Yes,0,No,1111.2,Male,17,No
Month-to-month,No,No,Fiber optic,96.3294263,No,No,Electronic check,Yes,0,No,279.0157793,Female,3,Yes
Two year,Yes,Yes,Fiber optic,107.45,Yes,Yes,Mailed check,Yes,0,Yes,7576.7,Female,72,No
Two year,Yes,Yes,DSL,84.2,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,5986.55,Female,72,No
Month-to-month,Yes,No,Fiber optic,93.25,Yes,Yes,Bank transfer (automatic),Yes,0,No,4631.7,Male,52,No
Month-to-month,No,No,Fiber optic,92.6,Yes,Yes,Electronic check,Yes,0,Yes,1579.7,Female,17,No
Two year,Yes,No internet service,No,20.95,No,Yes,Bank transfer (automatic),Yes,0,No internet service,1270.55,Male,60,No
Month-to-month,No,No,Fiber optic,94.09175494,Yes,Yes,Electronic check,Yes,0,Yes,2594.673092,Male,27,Yes
Two year,No,Yes,DSL,87.1,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,6230.1,Male,72,No
Month-to-month,No,No,DSL,50.1,No,No,Bank transfer (automatic),Yes,0,No,709.5,Female,14,No
One year,No,Yes,Fiber optic,106.5,Yes,Yes,Electronic check,Yes,1,Yes,5621.85,Female,52,No
Two year,Yes,No internet service,No,20.35,No,Yes,Credit card (automatic),Yes,0,No internet service,1458.1,Male,70,No
Two year,No,No internet service,No,25.25,Yes,Yes,Bank transfer (automatic),Yes,0,No internet service,1841.2,Female,72,No
One year,No,Yes,Fiber optic,105.176855,Yes,Yes,Electronic check,Yes,0,Yes,6946.395825,Male,65,Yes
Two year,Yes,Yes,DSL,60.3,No phone service,Yes,Credit card (automatic),No,0,Yes,4109,Female,68,No
Two year,Yes,Yes,DSL,90.3,Yes,Yes,Credit card (automatic),Yes,0,Yes,5194.05,Female,59,No
Month-to-month,No,Yes,Fiber optic,107.95,No,No,Electronic check,Yes,0,Yes,318.6,Male,3,No
Month-to-month,No,No,Fiber optic,95.42898893,No,No,Electronic check,Yes,0,No,249.0940718,Female,2,Yes
One year,No,Yes,Fiber optic,108.1,Yes,No,Bank transfer (automatic),Yes,1,Yes,7238.6,Female,66,No
Month-to-month,Yes,No,Fiber optic,93.25,Yes,Yes,Electronic check,Yes,1,No,5774.55,Male,60,No
Two year,Yes,No,Fiber optic,103.75,Yes,Yes,Credit card (automatic),Yes,0,Yes,7039.45,Female,68,No
Two year,No,No internet service,No,24.65,Yes,Yes,Bank transfer (automatic),Yes,0,No internet service,1710.15,Female,71,No
Month-to-month,Yes,No,DSL,45.2,No,No,Bank transfer (automatic),Yes,0,No,1841.9,Female,41,No
One year,Yes,Yes,Fiber optic,107.15,Yes,Yes,Credit card (automatic),Yes,1,Yes,7379.8,Male,68,No
Month-to-month,No,No,DSL,53.8,No,Yes,Electronic check,Yes,0,No,1389.85,Male,27,No
Two year,No,Yes,DSL,74.3,No,No,Credit card (automatic),Yes,0,Yes,4166.35,Female,57,No
One year,No,Yes,DSL,58.35,Yes,Yes,Bank transfer (automatic),Yes,0,No,3756.45,Female,64,No
Two year,Yes,No internet service,No,25.2,Yes,Yes,Bank transfer (automatic),Yes,0,No internet service,1798.9,Male,72,No
Two year,No,No,DSL,79.35,No,Yes,Bank transfer (automatic),Yes,0,Yes,5753.25,Male,72,No
Month-to-month,No,No,Fiber optic,74.66767833,Yes,No,Electronic check,Yes,0,Yes,1127.100596,Female,15,No
Month-to-month,No,Yes,Fiber optic,90.45,Yes,Yes,Electronic check,Yes,1,No,5044.8,Female,55,No
One year,Yes,No,DSL,48.35,Yes,Yes,Credit card (automatic),Yes,0,No,1067.15,Male,23,Yes
Month-to-month,No,No internet service,No,19.65,No,No,Bank transfer (automatic),Yes,0,No internet service,19.65,Male,1,No
Month-to-month,Yes,No,Fiber optic,95.6,Yes,Yes,Electronic check,Yes,0,Yes,4783.5,Female,49,Yes
Month-to-month,No,No,Fiber optic,85.65,Yes,No,Electronic check,Yes,0,Yes,181.5,Male,2,Yes
Two year,No,Yes,DSL,64.05,No phone service,Yes,Credit card (automatic),No,1,Yes,3886.85,Male,59,No
Two year,Yes,No internet service,No,25.4,Yes,Yes,Bank transfer (automatic),Yes,0,No internet service,1620.2,Male,68,No
Month-to-month,Yes,No internet service,No,20.05,No,Yes,Mailed check,Yes,0,No internet service,20.05,Female,1,No
One year,No,No,Fiber optic,105.4,No,No,Credit card (automatic),Yes,0,Yes,5643.4,Male,54,Yes
Month-to-month,No,No,Fiber optic,74.75,No,No,Electronic check,Yes,0,No,144.8,Male,2,No
Month-to-month,No,No,DSL,53.3244137,No,No,Electronic check,Yes,0,No,53.3244137,Female,1,Yes
Month-to-month,No,No,Fiber optic,79.15,Yes,No,Electronic check,Yes,0,No,1676.95,Female,23,Yes
Two year,Yes,Yes,DSL,90.6,Yes,Yes,Mailed check,Yes,0,Yes,5817.45,Female,64,No
Month-to-month,No,No,DSL,32.82700297,No,No,Electronic check,Yes,0,No,73.0836314,Female,1,Yes
One year,Yes,Yes,DSL,44.45,No phone service,Yes,Credit card (automatic),No,0,Yes,792.15,Male,17,No
Month-to-month,Yes,No,DSL,55.3,Yes,Yes,Mailed check,Yes,0,No,501.2,Female,9,No
Two year,No,Yes,DSL,86.6,Yes,No,Bank transfer (automatic),Yes,0,Yes,6350.5,Female,72,No
One year,Yes,Yes,Fiber optic,100.35,No,Yes,Bank transfer (automatic),Yes,0,Yes,2799,Male,28,No
Month-to-month,No,No,DSL,25.05,No phone service,No,Bank transfer (automatic),No,0,No,852.7,Male,34,No
Month-to-month,No,No,Fiber optic,77.73741391,No,No,Electronic check,Yes,0,No,77.73741391,Female,1,Yes
Month-to-month,No,Yes,DSL,39.85,No phone service,No,Electronic check,No,1,Yes,1434.6,Female,35,No
Month-to-month,No,No,Fiber optic,61.4442682,No,No,Electronic check,Yes,0,No,528.6912479,Female,9,Yes
Month-to-month,No,No,Fiber optic,40.88865429,Yes,No,Electronic check,Yes,0,Yes,2134.008891,Male,55,No
Two year,Yes,No,DSL,35.75,No phone service,No,Mailed check,No,0,No,830.8,Male,24,No
Two year,Yes,Yes,DSL,64.8,No phone service,Yes,Credit card (automatic),No,0,Yes,4719.75,Male,72,No
Two year,No,No internet service,No,19.6,No,No,Mailed check,Yes,0,No internet service,331.6,Female,15,No
Month-to-month,No,No internet service,No,22.58299201,No,No,Mailed check,Yes,0,No internet service,73.4475689,Female,3,Yes
Month-to-month,No,No,DSL,64.5,Yes,No,Mailed check,Yes,0,No,1888.45,Male,30,No
Month-to-month,No,No,Fiber optic,82.03903728,Yes,Yes,Electronic check,Yes,0,Yes,2753.714243,Male,33,Yes
Month-to-month,No,No,Fiber optic,106.4,Yes,No,Bank transfer (automatic),Yes,0,Yes,3211.9,Female,30,No
One year,No,Yes,DSL,54.45,No,No,Credit card (automatic),Yes,0,No,3674.95,Female,68,No
Month-to-month,No,No,Fiber optic,74.8,No,No,Credit card (automatic),Yes,0,No,2971.7,Female,40,No
